date,dow,eurusd,gbpusd,gold,ust10y
2016-01-04,17148.94,1.0854,1.4737,1075.1,2.245
2016-01-05,17158.66,1.0828,1.4714,1078.4,2.248
2016-01-06,16906.51,1.0752,1.4674,1091.9,2.177
2016-01-07,16514.1,1.0779,1.463,1107.7,2.153
2016-01-08,16346.45,1.0926,1.4627,1097.8,2.13
2016-01-11,16398.57,1.0941,1.4525,1096.5,2.158
2016-01-12,16516.22,1.0858,1.4544,1085.6,2.102
2016-01-13,16151.41,1.0844,1.4436,1087.5,2.066
2016-01-14,16379.05,1.0886,1.4408,1073.9,2.098
2016-01-15,15988.08,1.0859,1.4427,1091.5,2.033
2016-01-19,16016.02,1.0895,1.4253,1089.9,2.035
2016-01-20,15766.74,1.0913,1.4182,1107.1,1.984
2016-01-21,15882.68,1.0877,1.4199,1099.1,2.019
2016-01-22,16093.51,1.0862,1.4227,1097.2,2.048
2016-01-25,15885.22,1.0799,1.426,1106.2,2.022
2016-01-26,16167.23,1.0853,1.4243,1121.7,1.994
2016-01-27,15944.46,1.0865,1.4343,1116.1,2.001
2016-01-28,16069.64,1.0908,1.4249,1115.6,1.985
2016-01-29,16466.3,1.0937,1.4362,1116.4,1.931
2016-02-01,16449.18,1.0826,1.4246,1127.9,1.966
2016-02-02,16153.54,1.0897,1.4428,1127.3,1.864
2016-02-03,16336.66,1.0922,1.4409,1141.3,1.881
2016-02-04,16416.58,1.1091,1.4586,1157.6,1.864
2016-02-05,16204.97,1.12,1.4581,1157.8,1.848
2016-02-08,16027.05,1.1145,1.4512,1197.9,1.735
2016-02-09,16014.38,1.119,1.4436,1198.7,1.729
2016-02-10,15914.74,1.129,1.4466,1194.7,1.705
2016-02-11,15660.18,1.1281,1.4526,1247.9,1.644
2016-02-12,15973.84,1.1318,1.4482,1239.1,1.748
2016-02-16,16196.41,1.1174,1.4459,1207.9,1.778
2016-02-17,16453.83,1.1147,1.4304,1211.1,1.819
2016-02-18,16413.43,1.1123,1.4282,1226.1,1.759
2016-02-19,16391.99,1.1111,1.4333,1230.4,1.748
2016-02-22,16620.66,1.1124,1.4266,1209.5,1.766
2016-02-23,16431.78,1.1028,1.4148,1222.3,1.745
2016-02-24,16484.99,1.1027,1.4013,1238.7,1.742
2016-02-25,16697.29,1.1014,1.393,1238.2,1.697
2016-02-26,16639.97,1.1025,1.3966,1219.8,1.762
2016-02-29,16516.5,1.0924,1.3862,1233.9,1.74
2016-03-01,16865.08,1.0889,1.3928,1230.3,1.834
2016-03-02,16899.32,1.0876,1.3964,1241.1,1.848
2016-03-03,16943.9,1.0869,1.4081,1257.4,1.83
2016-03-04,17006.77,1.0949,1.4175,1269.9,1.883
2016-03-07,17073.95,1.0994,1.4215,1263.2,1.902
2016-03-08,16964.1,1.1016,1.4261,1262.1,1.832
2016-03-09,17000.36,1.1004,1.4209,1256.6,1.892
2016-03-10,16995.13,1.0989,1.4207,1272.0,1.929
2016-03-11,17213.31,1.1178,1.4288,1258.7,1.977
2016-03-14,17229.13,1.1168,1.438,1244.4,1.963
2016-03-15,17251.53,1.1102,1.4282,1230.4,1.959
2016-03-16,17325.76,1.1109,1.4156,1229.3,1.938
2016-03-17,17481.49,1.1219,1.4255,1264.5,1.903
2016-03-18,17602.3,1.1318,1.4478,1253.8,1.871
2016-03-21,17623.87,1.1279,1.4468,1243.8,1.923
2016-03-22,17582.57,1.1236,1.437,1248.2,1.935
2016-03-23,17502.59,1.1223,1.4225,1223.7,1.875
2016-03-24,17515.73,1.1181,1.4117,1221.4,1.9
2016-03-28,17535.39,1.116,1.4131,1219.9,1.87
2016-03-29,17633.11,1.1203,1.4263,1235.6,1.814
2016-03-30,17716.66,1.1292,1.4386,1226.9,1.83
2016-03-31,17685.09,1.1335,1.4374,1234.2,1.786
2016-04-01,17792.75,1.138,1.4367,1222.2,1.792
2016-04-04,17737.0,1.139,1.4225,1218.0,1.779
2016-04-05,17603.32,1.1389,1.4265,1228.4,1.727
2016-04-06,17716.05,1.1382,1.4156,1222.5,1.755
2016-04-07,17541.96,1.1405,1.4138,1236.2,1.691
2016-04-08,17576.96,1.1374,1.4058,1242.5,1.72
2016-04-11,17556.41,1.1403,1.413,1256.7,1.724
2016-04-12,17721.25,1.1413,1.4234,1259.4,1.781
2016-04-13,17908.28,1.1385,1.4269,1246.8,1.762
2016-04-14,17926.43,1.1279,1.4192,1225.0,1.781
2016-04-15,17897.46,1.127,1.4146,1233.1,1.752
2016-04-18,18004.16,1.13,1.4174,1233.6,1.773
2016-04-19,18053.6,1.1309,1.429,1253.0,1.783
2016-04-20,18096.27,1.136,1.439,1253.2,1.854
2016-04-21,17982.52,1.1305,1.4339,1249.0,1.87
2016-04-22,18003.75,1.1292,1.4323,1228.7,1.888
2016-04-25,17977.24,1.1234,1.4447,1238.9,1.902
2016-04-26,17990.32,1.1269,1.4491,1242.2,1.931
2016-04-27,18041.55,1.1299,1.4577,1249.2,1.86
2016-04-28,17830.76,1.1329,1.4542,1265.5,1.838
2016-04-29,17773.64,1.1356,1.4611,1289.2,1.819
2016-05-02,17891.16,1.1463,1.4603,1294.7,1.865
2016-05-03,17750.91,1.1525,1.4666,1290.7,1.8
2016-05-04,17651.26,1.1504,1.4551,1273.3,1.784
2016-05-05,17660.71,1.1493,1.4507,1271.4,1.747
2016-05-06,17740.63,1.1406,1.4493,1292.9,1.779
2016-05-09,17705.91,1.1388,1.4431,1265.6,1.76
2016-05-10,17928.35,1.1388,1.4415,1263.9,1.76
2016-05-11,17711.12,1.1374,1.4451,1274.6,1.737
2016-05-12,17720.5,1.1427,1.4438,1270.3,1.757
2016-05-13,17535.32,1.1377,1.4445,1271.9,1.705
2016-05-16,17710.71,1.1317,1.4349,1273.4,1.753
2016-05-17,17529.98,1.1316,1.4447,1276.2,1.759
2016-05-18,17526.62,1.1316,1.4455,1273.7,1.88
2016-05-19,17435.4,1.1223,1.4596,1254.2,1.845
2016-05-20,17500.94,1.1206,1.4601,1252.4,1.849
2016-05-23,17492.93,1.1222,1.4491,1251.1,1.838
2016-05-24,17706.05,1.1216,1.4482,1228.9,1.859
2016-05-25,17851.51,1.1138,1.4613,1223.5,1.87
2016-05-26,17828.29,1.1159,1.4698,1220.1,1.823
2016-05-27,17873.22,1.1192,1.4665,1213.8,1.851
2016-05-31,17787.2,1.1148,1.4635,1214.8,1.834
2016-06-01,17789.67,1.1136,1.4482,1211.9,1.846
2016-06-02,17838.56,1.1189,1.4419,1209.8,1.811
2016-06-03,17807.06,1.1152,1.4405,1240.1,1.704
2016-06-06,17920.33,1.1351,1.4384,1244.6,1.723
2016-06-07,17938.28,1.1364,1.4459,1244.4,1.713
2016-06-08,18005.05,1.1358,1.4544,1259.8,1.706
2016-06-09,17985.19,1.1407,1.4518,1270.2,1.68
2016-06-10,17865.34,1.1315,1.4464,1273.4,1.639
2016-06-13,17732.48,1.124,1.4189,1284.4,1.616
2016-06-14,17674.82,1.1291,1.4207,1285.6,1.611
2016-06-15,17640.17,1.1213,1.4124,1285.8,1.596
2016-06-16,17733.1,1.1263,1.4196,1296.1,1.564
2016-06-17,17675.16,1.1252,1.4296,1292.5,1.618
2016-06-20,17804.87,1.1349,1.4586,1290.0,1.67
2016-06-21,17829.73,1.1323,1.4675,1270.5,1.697
2016-06-22,17780.83,1.1251,1.467,1268.0,1.685
2016-06-23,18011.07,1.1328,1.4789,1261.2,1.739
2016-06-24,17400.75,1.1324,1.4558,1320.0,1.579
2016-06-27,17140.24,1.1036,1.3451,1322.5,1.46
2016-06-28,17409.72,1.1015,1.3235,1315.3,1.461
2016-06-29,17694.68,1.1074,1.3351,1323.9,1.477
2016-06-30,17929.99,1.1128,1.3466,1318.4,1.488
2016-07-01,17949.37,1.1106,1.3329,1336.7,1.456
2016-07-05,17840.62,1.1146,1.328,1356.4,1.367
2016-07-06,17918.62,1.1065,1.2958,1364.9,1.385
2016-07-07,17895.88,1.1099,1.2926,1360.1,1.387
2016-07-08,18146.74,1.1066,1.2916,1356.6,1.366
2016-07-11,18226.93,1.1044,1.2946,1355.0,1.434
2016-07-12,18347.67,1.1058,1.2981,1334.1,1.513
2016-07-13,18372.12,1.1063,1.3278,1342.4,1.468
2016-07-14,18506.41,1.1095,1.312,1331.3,1.531
2016-07-15,18516.55,1.1106,1.3358,1326.5,1.594
2016-07-18,18533.05,1.1053,1.323,1328.4,1.587
2016-07-19,18559.01,1.1072,1.3269,1331.5,1.558
2016-07-20,18595.03,1.1014,1.3108,1318.8,1.58
2016-07-21,18517.23,1.102,1.3265,1330.5,1.565
2016-07-22,18570.85,1.1033,1.3246,1323.1,1.57
2016-07-25,18493.06,1.097,1.313,1319.3,1.571
2016-07-26,18473.75,1.0991,1.3108,1320.7,1.563
2016-07-27,18472.17,1.0988,1.3153,1326.6,1.515
2016-07-28,18456.35,1.1073,1.3238,1332.3,1.511
2016-07-29,18432.24,1.1084,1.3162,1349.0,1.458
2016-08-01,18404.51,1.1168,1.3216,1351.4,1.496
2016-08-02,18313.77,1.1168,1.3185,1364.4,1.537
2016-08-03,18355.0,1.1219,1.3338,1356.1,1.542
2016-08-04,18352.05,1.1152,1.3328,1358.8,1.503
2016-08-05,18543.53,1.1135,1.3129,1336.4,1.582
2016-08-08,18529.29,1.109,1.3086,1333.4,1.583
2016-08-09,18533.05,1.1084,1.3032,1339.0,1.545
2016-08-10,18495.66,1.1116,1.3007,1344.3,1.509
2016-08-11,18613.52,1.1186,1.302,1342.5,1.573
2016-08-12,18576.47,1.1139,1.2955,1335.8,1.515
2016-08-15,18636.05,1.1167,1.291,1340.3,1.553
2016-08-16,18552.02,1.1184,1.2883,1350.5,1.576
2016-08-17,18573.94,1.1276,1.3034,1342.7,1.561
2016-08-18,18597.7,1.1299,1.3045,1351.2,1.536
2016-08-19,18552.57,1.1349,1.3167,1340.4,1.578
2016-08-22,18529.42,1.1298,1.3056,1337.7,1.539
2016-08-23,18547.3,1.1319,1.3137,1340.6,1.553
2016-08-24,18481.48,1.1301,1.3196,1324.4,1.559
2016-08-25,18448.41,1.1264,1.3235,1320.1,1.577
2016-08-26,18395.4,1.1291,1.3194,1321.5,1.635
2016-08-29,18502.99,1.1199,1.3129,1322.9,1.566
2016-08-30,18454.3,1.1193,1.3108,1311.7,1.57
2016-08-31,18400.88,1.1153,1.3091,1306.9,1.568
2016-09-01,18419.3,1.1161,1.3134,1312.2,1.57
2016-09-02,18491.96,1.1201,1.3275,1322.1,1.596
2016-09-06,18538.12,1.1153,1.3314,1349.4,1.543
2016-09-07,18526.14,1.1254,1.3421,1344.3,1.541
2016-09-08,18479.91,1.1241,1.3339,1336.8,1.616
2016-09-09,18085.45,1.1271,1.331,1330.1,1.672
2016-09-12,18325.07,1.1241,1.3273,1321.0,1.672
2016-09-13,18066.75,1.1244,1.3339,1319.0,1.734
2016-09-14,18034.77,1.1219,1.3194,1321.5,1.689
2016-09-15,18212.48,1.1247,1.3264,1313.5,1.703
2016-09-16,18123.8,1.1246,1.3248,1305.8,1.701
2016-09-19,18120.17,1.1158,1.3016,1313.5,1.696
2016-09-20,18129.96,1.1181,1.3045,1313.7,1.688
2016-09-21,18293.7,1.1154,1.2985,1326.9,1.668
2016-09-22,18392.46,1.1193,1.3036,1340.4,1.632
2016-09-23,18261.45,1.121,1.3087,1337.2,1.615
2016-09-26,18094.83,1.1239,1.2979,1339.7,1.589
2016-09-27,18228.3,1.125,1.297,1325.9,1.556
2016-09-28,18339.24,1.122,1.3012,1319.4,1.567
2016-09-29,18143.45,1.1225,1.304,1321.7,1.557
2016-09-30,18308.15,1.122,1.2963,1313.3,1.608
2016-10-03,18253.85,1.1235,1.2932,1309.0,1.622
2016-10-04,18168.45,1.121,1.2849,1266.3,1.683
2016-10-05,18281.03,1.1211,1.2732,1265.2,1.716
2016-10-06,18268.5,1.1208,1.2755,1249.8,1.742
2016-10-07,18240.49,1.1145,1.2402,1248.9,1.736
2016-10-10,18329.04,1.1197,1.2435,1248.9,1.736
2016-10-11,18128.66,1.1141,1.2341,1253.0,1.759
2016-10-12,18144.2,1.1062,1.2279,1251.1,1.778
2016-10-13,18098.94,1.1012,1.2188,1255.0,1.738
2016-10-14,18138.38,1.105,1.2222,1253.1,1.794
2016-10-17,18086.4,1.0968,1.2183,1254.4,1.766
2016-10-18,18161.94,1.1016,1.2219,1260.8,1.749
2016-10-19,18202.62,1.0977,1.2305,1267.9,1.752
2016-10-20,18162.35,1.0975,1.229,1265.6,1.747
2016-10-21,18145.71,1.093,1.2256,1265.9,1.74
2016-10-24,18223.03,1.0883,1.2219,1262.0,1.763
2016-10-25,18169.27,1.0875,1.2217,1271.9,1.758
2016-10-26,18199.33,1.0887,1.2176,1264.8,1.79
2016-10-27,18169.68,1.0912,1.2235,1267.9,1.843
2016-10-28,18161.19,1.09,1.2171,1275.5,1.845
2016-10-31,18142.42,1.0985,1.2216,1271.5,1.834
2016-11-01,18037.1,1.0973,1.2237,1286.4,1.82
2016-11-02,17959.64,1.1057,1.2239,1306.8,1.799
2016-11-03,17930.67,1.1098,1.2305,1302.1,1.812
2016-11-04,17888.28,1.1102,1.2469,1303.3,1.783
2016-11-07,18259.6,1.1101,1.2489,1278.3,1.828
2016-11-08,18332.74,1.1052,1.2399,1273.4,1.862
2016-11-09,18589.69,1.1019,1.2389,1272.6,2.072
2016-11-10,18807.88,1.0921,1.2421,1265.5,2.117
2016-11-11,18847.66,1.089,1.2553,1265.5,2.117
2016-11-14,18868.69,1.0825,1.2574,1221.2,2.222
2016-11-15,18923.06,1.075,1.252,1224.0,2.238
2016-11-16,18868.14,1.0727,1.2456,1223.4,2.223
2016-11-17,18903.82,1.0707,1.2442,1216.5,2.276
2016-11-18,18867.93,1.0623,1.241,1208.5,2.335
2016-11-21,18956.69,1.0584,1.2324,1209.6,2.339
2016-11-22,19023.87,1.0639,1.2494,1211.0,2.321
2016-11-23,19083.18,1.0634,1.2424,1189.1,2.357
2016-11-25,19152.14,1.0562,1.2453,1178.2,2.372
2016-11-28,19097.9,1.0612,1.2481,1190.6,2.32
2016-11-29,19121.6,1.0621,1.2412,1187.9,2.302
2016-11-30,19123.58,1.0648,1.2492,1170.8,2.368
2016-12-01,19191.93,1.0592,1.2517,1166.9,2.441
2016-12-02,19170.42,1.0663,1.259,1175.1,2.39
2016-12-05,19216.24,1.0582,1.2668,1174.0,2.387
2016-12-06,19251.78,1.0757,1.2728,1167.6,2.396
2016-12-07,19549.62,1.072,1.2671,1175.0,2.347
2016-12-08,19614.81,1.0762,1.2628,1169.8,2.387
2016-12-09,19756.85,1.0621,1.2585,1159.4,2.464
2016-12-12,19796.43,1.0547,1.2598,1163.5,2.479
2016-12-13,19911.21,1.0642,1.2676,1156.7,2.481
2016-12-14,19792.53,1.0629,1.2663,1161.3,2.525
2016-12-15,19852.24,1.0514,1.2538,1127.8,2.58
2016-12-16,19843.41,1.0419,1.2424,1135.3,2.597
2016-12-19,19883.06,1.045,1.2489,1140.5,2.542
2016-12-20,19974.62,1.0406,1.239,1131.5,2.568
2016-12-21,19941.96,1.039,1.2366,1131.1,2.546
2016-12-22,19918.88,1.0429,1.2355,1128.8,2.553
2016-12-23,19933.81,1.0438,1.2285,1131.9,2.543
2016-12-27,19945.04,1.0457,1.2276,1137.3,2.563
2016-12-28,19833.68,1.0462,1.2276,1139.4,2.506
2016-12-29,19819.78,1.0417,1.2225,1156.4,2.477
2016-12-30,19762.6,1.0575,1.2288,1150.0,2.446
2017-01-03,19881.76,1.046,1.2282,1160.4,2.45
2017-01-04,19942.16,1.042,1.2246,1163.8,2.452
2017-01-05,19899.29,1.0501,1.2327,1179.7,2.368
2017-01-06,19963.8,1.0606,1.2425,1171.9,2.418
2017-01-09,19887.38,1.0532,1.2261,1183.5,2.376
2017-01-10,19855.53,1.0589,1.2173,1184.2,2.379
2017-01-11,19954.28,1.0552,1.2174,1195.6,2.37
2017-01-12,19891.0,1.0598,1.2214,1198.9,2.361
2017-01-13,19885.73,1.0617,1.2165,1195.3,2.38
2017-01-17,19826.77,1.0603,1.204,1212.0,2.327
2017-01-18,19804.72,1.0697,1.2388,1211.3,2.389
2017-01-19,19732.4,1.0628,1.226,1200.9,2.459
2017-01-20,19827.25,1.066,1.2338,1204.3,2.467
2017-01-23,19799.85,1.0714,1.2387,1215.0,2.403
2017-01-24,19912.71,1.0761,1.2517,1210.3,2.471
2017-01-25,20068.51,1.0729,1.2533,1197.3,2.523
2017-01-26,20100.91,1.0752,1.2634,1189.5,2.508
2017-01-27,20093.78,1.0683,1.2595,1188.1,2.481
2017-01-30,19971.13,1.0714,1.2592,1193.2,2.483
2017-01-31,19864.09,1.0709,1.25,1208.6,2.451
2017-02-01,19890.94,1.0804,1.259,1205.6,2.474
2017-02-02,19884.91,1.0767,1.2661,1216.7,2.47
2017-02-03,20071.46,1.0762,1.252,1218.5,2.491
2017-02-06,20052.42,1.0783,1.2484,1230.0,2.413
2017-02-07,20090.29,1.0743,1.2468,1234.2,2.389
2017-02-08,20054.34,1.0678,1.2496,1237.6,2.351
2017-02-09,20172.4,1.0692,1.2528,1235.1,2.395
2017-02-10,20269.37,1.0659,1.2498,1234.4,2.409
2017-02-13,20412.16,1.062,1.2485,1224.4,2.434
2017-02-14,20504.41,1.0598,1.2523,1223.9,2.47
2017-02-15,20611.86,1.0578,1.247,1231.7,2.502
2017-02-16,20619.77,1.0607,1.247,1240.0,2.45
2017-02-17,20624.05,1.0672,1.2489,1237.6,2.425
2017-02-21,20743.0,1.0609,1.2473,1237.5,2.427
2017-02-22,20775.6,1.0542,1.2487,1232.0,2.418
2017-02-23,20810.32,1.0554,1.2454,1250.2,2.388
2017-02-24,20821.76,1.0584,1.2556,1256.9,2.317
2017-02-27,20837.44,1.0553,1.24,1257.4,2.369
2017-02-28,20812.24,1.0584,1.2439,1252.6,2.358
2017-03-01,21115.55,1.0569,1.2378,1248.9,2.463
2017-03-02,21002.97,1.0536,1.2272,1231.9,2.489
2017-03-03,21005.71,1.051,1.2275,1225.5,2.492
2017-03-06,20954.34,1.062,1.23,1224.5,2.494
2017-03-07,20924.76,1.0579,1.2243,1215.1,2.511
2017-03-08,20855.73,1.057,1.2205,1208.5,2.552
2017-03-09,20858.19,1.0547,1.2177,1202.4,2.598
2017-03-10,20902.98,1.0578,1.2157,1200.7,2.582
2017-03-13,20881.48,1.069,1.2171,1202.4,2.608
2017-03-14,20837.37,1.0651,1.2206,1201.9,2.595
2017-03-15,20950.1,1.0612,1.2157,1200.1,2.508
2017-03-16,20934.55,1.0738,1.2284,1226.5,2.522
2017-03-17,20914.62,1.0775,1.2351,1229.8,2.501
2017-03-20,20905.86,1.0743,1.2385,1233.6,2.473
2017-03-21,20668.01,1.0738,1.2367,1246.1,2.436
2017-03-22,20661.3,1.0812,1.2482,1249.3,2.396
2017-03-23,20656.58,1.079,1.2475,1246.9,2.418
2017-03-24,20596.72,1.0784,1.2519,1248.2,2.4
2017-03-27,20550.98,1.085,1.2515,1255.4,2.373
2017-03-28,20701.5,1.0861,1.2558,1255.3,2.409
2017-03-29,20659.32,1.0818,1.2421,1253.4,2.386
2017-03-30,20728.49,1.076,1.244,1245.0,2.416
2017-03-31,20663.22,1.0687,1.2478,1247.3,2.396
2017-04-03,20650.21,1.0669,1.2541,1250.8,2.35
2017-04-04,20689.24,1.067,1.2492,1255.0,2.35
2017-04-05,20648.15,1.068,1.244,1245.4,2.357
2017-04-06,20662.95,1.0672,1.2489,1250.3,2.343
2017-04-07,20656.1,1.0645,1.2469,1254.3,2.373
2017-04-10,20658.02,1.0582,1.2375,1251.1,2.361
2017-04-11,20651.3,1.0598,1.2425,1271.2,2.298
2017-04-12,20591.86,1.0611,1.2492,1275.3,2.296
2017-04-13,20453.25,1.0671,1.255,1285.9,2.232
2017-04-17,20636.92,1.0611,1.2535,1289.4,2.252
2017-04-18,20523.28,1.0645,1.2558,1291.7,2.179
2017-04-19,20404.49,1.0729,1.2845,1281.4,2.202
2017-04-20,20578.71,1.0715,1.2782,1281.9,2.241
2017-04-21,20547.76,1.0715,1.2802,1287.4,2.237
2017-04-24,20763.89,1.0874,1.2826,1275.8,2.273
2017-04-25,20996.12,1.0865,1.2777,1265.6,2.327
2017-04-26,20975.09,1.0928,1.2832,1262.1,2.311
2017-04-27,20981.33,1.0909,1.2848,1263.7,2.296
2017-04-28,20940.51,1.0864,1.2894,1266.1,2.282
2017-05-01,20913.46,1.0908,1.2932,1253.3,2.325
2017-05-02,20949.89,1.0909,1.2897,1255.1,2.296
2017-05-03,20957.9,1.0936,1.2942,1246.4,2.309
2017-05-04,20951.47,1.0889,1.2872,1226.5,2.356
2017-05-05,21006.94,1.0982,1.2925,1224.8,2.352
2017-05-08,21012.28,1.0965,1.2966,1225.3,2.376
2017-05-09,20975.78,1.0928,1.2943,1214.3,2.407
2017-05-10,20943.11,1.0887,1.2949,1217.3,2.414
2017-05-11,20919.42,1.0871,1.2931,1222.7,2.4
2017-05-12,20896.61,1.0865,1.2892,1226.2,2.335
2017-05-15,20981.94,1.0927,1.2887,1228.6,2.338
2017-05-16,20979.75,1.0982,1.2903,1235.0,2.329
2017-05-17,20606.93,1.1094,1.2917,1257.5,2.216
2017-05-18,20663.02,1.1156,1.297,1251.7,2.233
2017-05-19,20804.84,1.1114,1.2958,1252.7,2.245
2017-05-22,20894.83,1.1205,1.3012,1260.7,2.254
2017-05-23,20937.91,1.1239,1.2995,1254.8,2.285
2017-05-24,21012.42,1.1179,1.2957,1252.4,2.266
2017-05-25,21082.95,1.1231,1.298,1255.8,2.255
2017-05-26,21080.28,1.1211,1.2933,1267.6,2.25
2017-05-30,21029.47,1.1129,1.2814,1262.1,2.217
2017-05-31,21008.65,1.1172,1.2809,1272.0,2.196
2017-06-01,21144.18,1.1244,1.2875,1267.0,2.217
2017-06-02,21206.29,1.1216,1.2888,1276.8,2.159
2017-06-05,21184.04,1.1281,1.287,1279.3,2.182
2017-06-06,21136.23,1.1257,1.2907,1294.4,2.147
2017-06-07,21173.69,1.1271,1.2907,1290.1,2.178
2017-06-08,21182.53,1.1255,1.2962,1276.3,2.194
2017-06-09,21271.97,1.1185,1.2723,1268.5,2.199
2017-06-12,21235.67,1.1202,1.2739,1266.1,2.213
2017-06-13,21328.47,1.1196,1.267,1265.8,2.207
2017-06-14,21374.56,1.1209,1.2751,1272.8,2.138
2017-06-15,21359.9,1.1216,1.2754,1252.2,2.162
2017-06-16,21384.28,1.1147,1.2758,1254.0,2.157
2017-06-19,21528.99,1.1208,1.278,1244.2,2.19
2017-06-20,21467.14,1.1145,1.2732,1241.0,2.153
2017-06-21,21410.03,1.1137,1.2632,1243.4,2.155
2017-06-22,21397.29,1.1167,1.2676,1247.6,2.153
2017-06-23,21394.76,1.115,1.2678,1256.2,2.144
2017-06-26,21409.55,1.1199,1.2743,1246.3,2.137
2017-06-27,21310.66,1.1184,1.2725,1246.4,2.198
2017-06-28,21454.61,1.1339,1.2813,1248.0,2.221
2017-06-29,21287.03,1.1383,1.2941,1244.2,2.267
2017-06-30,21349.63,1.1442,1.3011,1240.7,2.302
2017-07-03,21479.27,1.1423,1.3016,1240.7,2.302
2017-07-05,21478.17,1.136,1.2935,1220.4,2.334
2017-07-06,21320.04,1.1347,1.2932,1222.2,2.37
2017-07-07,21414.34,1.1425,1.2974,1208.6,2.393
2017-07-10,21408.52,1.1404,1.2891,1212.1,2.371
2017-07-11,21409.07,1.1404,1.2891,1213.6,2.362
2017-07-12,21532.14,1.1474,1.286,1218.1,2.327
2017-07-13,21553.09,1.1419,1.2894,1216.3,2.348
2017-07-14,21637.74,1.1404,1.2947,1226.6,2.319
2017-07-17,21629.72,1.1475,1.3111,1232.8,2.309
2017-07-18,21574.73,1.1474,1.3053,1241.1,2.263
2017-07-19,21640.75,1.155,1.3039,1241.2,2.268
2017-07-20,21611.78,1.1528,1.3033,1244.8,2.266
2017-07-21,21580.07,1.1629,1.2965,1254.3,2.232
2017-07-24,21513.17,1.1682,1.3005,1253.9,2.254
2017-07-25,21613.43,1.1639,1.3031,1251.7,2.326
2017-07-26,21711.01,1.1645,1.3028,1249.0,2.282
2017-07-27,21796.55,1.1728,1.3115,1259.6,2.31
2017-07-28,21830.31,1.1689,1.3077,1268.4,2.289
2017-07-31,21891.12,1.1747,1.3145,1266.6,2.292
2017-08-01,21963.92,1.1824,1.3195,1272.6,2.251
2017-08-02,22016.24,1.1811,1.3208,1271.8,2.262
2017-08-03,22026.1,1.1851,1.3228,1267.8,2.228
2017-08-04,22092.81,1.1885,1.3144,1258.3,2.267
2017-08-07,22118.42,1.1778,1.3047,1258.2,2.257
2017-08-08,22085.34,1.1801,1.3038,1256.4,2.283
2017-08-09,22048.7,1.1755,1.2986,1273.0,2.241
2017-08-10,21844.01,1.1762,1.3014,1283.7,2.212
2017-08-11,21858.32,1.177,1.2977,1287.7,2.189
2017-08-14,21993.71,1.1825,1.3006,1284.2,2.219
2017-08-15,21998.99,1.1776,1.2965,1273.7,2.266
2017-08-16,22024.87,1.1741,1.2867,1276.9,2.226
2017-08-17,21750.73,1.1774,1.2892,1286.4,2.199
2017-08-18,21674.51,1.1716,1.2865,1285.7,2.194
2017-08-21,21703.75,1.1756,1.2874,1290.8,2.18
2017-08-22,21899.89,1.1812,1.2898,1285.1,2.215
2017-08-23,21812.09,1.1762,1.2824,1288.9,2.171
2017-08-24,21783.4,1.1817,1.2804,1286.5,2.194
2017-08-25,21813.67,1.1802,1.2804,1292.5,2.169
2017-08-28,21808.4,1.1952,1.2905,1309.7,2.159
2017-08-29,21865.37,1.1964,1.2927,1313.1,2.136
2017-08-30,21892.43,1.197,1.2927,1308.1,2.143
2017-08-31,21948.1,1.1893,1.2921,1316.2,2.121
2017-09-01,21987.56,1.191,1.2942,1324.5,2.157
2017-09-05,21753.31,1.1893,1.2924,1339.2,2.07
2017-09-06,21807.64,1.1924,1.3041,1333.9,2.108
2017-09-07,21784.78,1.1928,1.305,1345.1,2.061
2017-09-08,21797.79,1.2029,1.3105,1346.0,2.061
2017-09-11,22057.37,1.2018,1.3198,1331.0,2.125
2017-09-12,22118.86,1.1959,1.317,1328.0,2.171
2017-09-13,22158.18,1.1975,1.3289,1323.4,2.195
2017-09-14,22203.48,1.1891,1.3206,1324.7,2.197
2017-09-15,22268.34,1.1922,1.3399,1320.4,2.202
2017-09-18,22331.35,1.1937,1.3575,1306.3,2.229
2017-09-19,22370.8,1.1959,1.3517,1306.2,2.243
2017-09-20,22412.59,1.1993,1.3515,1312.0,2.277
2017-09-21,22359.23,1.1872,1.349,1290.6,2.278
2017-09-22,22349.59,1.1946,1.358,1293.3,2.262
2017-09-25,22296.09,1.1927,1.3507,1306.8,2.22
2017-09-26,22284.32,1.1856,1.3478,1297.0,2.229
2017-09-27,22340.71,1.1786,1.3448,1283.4,2.309
2017-09-28,22381.2,1.175,1.3399,1285.5,2.309
2017-09-29,22405.09,1.1782,1.343,1281.5,2.326
2017-10-02,22557.6,1.1807,1.3394,1272.7,2.337
2017-10-03,22641.67,1.1734,1.3276,1271.5,2.334
2017-10-04,22661.64,1.1748,1.3241,1273.7,2.33
2017-10-05,22775.39,1.1757,1.3233,1269.9,2.35
2017-10-06,22773.67,1.1712,1.3113,1271.6,2.37
2017-10-09,22761.07,1.1742,1.3084,1281.8,2.361
2017-10-10,22830.68,1.1742,1.3144,1290.6,2.345
2017-10-11,22872.89,1.1815,1.3211,1285.8,2.345
2017-10-12,22841.01,1.1865,1.324,1293.3,2.323
2017-10-13,22871.72,1.1832,1.3264,1301.5,2.28
2017-10-16,22956.96,1.1814,1.3289,1299.9,2.307
2017-10-17,22997.44,1.1795,1.3253,1283.0,2.298
2017-10-18,23157.6,1.1772,1.3195,1279.9,2.339
